time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
10.604,0.0,0.0,-0.014,0.363,-0.228,0.012,0.119,-0.446,-0.219,0.01,0.104,-0.001,-2.619,0.09,0.1,0.0
10.663,0.0,0.0,-0.017,0.363,-0.228,0.012,0.119,0.0,-0.222,0.01,0.104,-0.002,-2.631,-0.03,0.1,0.0
10.69,0.0,0.0,-0.016,0.363,-0.228,0.012,0.119,0.0,-0.224,0.01,0.105,-0.002,-2.652,-0.0,0.1,0.0
10.74,0.0,0.0,-0.015,0.363,-0.23,0.012,0.123,0.082,-0.225,0.01,0.105,-0.002,-2.679,0.05,0.1,0.0
10.805,0.0,0.0,-0.016,0.363,-0.232,0.008,0.082,-0.823,-0.227,0.01,0.106,-0.002,-2.661,0.07,0.1,0.0
10.848,0.0,0.0,-0.016,0.363,-0.232,0.008,0.082,0.0,-0.228,0.01,0.104,-0.003,-2.679,0.07,0.1,0.0
10.905,0.0,0.0,-0.012,0.363,-0.238,0.008,0.078,-0.076,-0.23,0.009,0.102,-0.004,-2.667,0.07,0.1,0.0
10.967,0.0,0.0,-0.008,0.363,-0.238,0.008,0.078,0.0,-0.233,0.009,0.1,-0.006,-2.696,0.08,0.1,0.0
11.009,0.0,0.0,-0.003,0.363,-0.236,0.008,0.082,0.076,-0.235,0.008,0.098,-0.006,-2.687,0.08,0.1,0.0
11.076,0.0,0.0,0.001,0.363,-0.236,0.008,0.082,0.0,-0.234,0.008,0.096,-0.006,-2.712,0.06,0.1,0.0
11.115,0.0,0.0,0.002,0.363,-0.236,0.008,0.082,0.0,-0.234,0.008,0.094,-0.005,-2.706,0.05,0.1,0.0
11.166,0.0,0.0,0.003,0.363,-0.242,0.008,0.085,0.06,-0.234,0.008,0.093,-0.004,-2.7,0.05,0.1,0.0
11.219,0.0,0.0,0.005,0.363,-0.243,0.007,0.066,-0.378,-0.237,0.008,0.092,-0.005,-2.698,0.05,0.1,0.0
11.266,0.0,0.0,0.008,0.363,-0.243,0.007,0.066,0.0,-0.239,0.008,0.089,-0.006,-2.718,0.05,0.1,0.0
11.323,0.0,0.0,0.013,0.363,-0.244,0.01,0.105,0.78,-0.24,0.007,0.087,-0.006,-2.728,0.04,0.1,0.0
11.353,0.0,0.0,0.016,0.363,-0.244,0.01,0.105,0.0,-0.242,0.008,0.088,-0.005,-2.732,0.03,0.1,0.0
11.392,0.0,0.0,0.015,0.363,-0.244,0.01,0.105,0.0,-0.242,0.008,0.088,-0.003,-2.727,0.03,0.1,0.0
11.441,0.0,0.0,0.014,0.363,-0.241,0.009,0.086,-0.389,-0.243,0.008,0.089,-0.002,-2.768,0.01,0.1,0.0
11.504,0.0,0.0,0.013,0.363,-0.245,0.007,0.067,-0.362,-0.241,0.009,0.089,-0.002,-2.784,0.01,0.1,0.0
11.546,0.0,0.0,0.013,0.363,-0.245,0.007,0.067,0.0,-0.242,0.008,0.087,-0.003,-2.802,0.01,0.1,0.0
11.615,0.0,0.0,0.016,0.363,-0.246,0.006,0.062,-0.1,-0.243,0.008,0.085,-0.003,-2.811,0.01,0.1,0.0
11.648,0.0,0.0,0.019,0.363,-0.246,0.006,0.062,0.0,-0.244,0.007,0.083,-0.004,-2.831,0.01,0.1,0.0
11.693,0.0,0.0,0.022,0.363,-0.246,0.006,0.062,0.0,-0.244,0.007,0.081,-0.004,-2.826,0.01,0.1,0.0
11.755,0.0,0.0,0.024,0.363,-0.244,0.007,0.067,0.1,-0.245,0.007,0.08,-0.004,-2.85,0.0,0.1,0.0
11.795,0.0,0.0,0.026,0.363,-0.244,0.007,0.067,0.0,-0.244,0.007,0.078,-0.004,-2.848,0.0,0.1,0.0
11.857,0.0,0.0,0.027,0.363,-0.244,0.011,0.107,0.794,-0.243,0.007,0.077,-0.003,-2.871,-0.0,0.1,0.0
11.907,0.0,0.0,0.028,0.363,-0.244,0.006,0.059,-0.968,-0.243,0.008,0.079,-0.001,-2.864,-0.0,0.1,0.0
11.95,0.0,0.0,0.025,0.363,-0.244,0.006,0.059,0.0,-0.243,0.007,0.078,-0.002,-2.864,0.0,0.1,0.0
11.993,0.0,0.0,0.027,0.363,-0.244,0.006,0.059,0.0,-0.243,0.007,0.076,-0.002,-2.853,0.0,0.1,0.0
12.063,0.0,0.0,0.029,0.363,-0.248,0.004,0.042,-0.328,-0.243,0.007,0.075,-0.003,-2.876,-0.01,0.1,0.0
12.115,0.0,0.0,0.031,0.363,-0.248,0.006,0.064,0.437,-0.245,0.006,0.072,-0.004,-2.852,-0.01,0.1,0.0
12.161,0.0,0.0,0.036,0.363,-0.248,0.006,0.064,0.0,-0.246,0.006,0.071,-0.004,-2.861,-0.01,0.1,0.0
12.207,0.0,0.0,0.037,0.363,-0.249,0.006,0.059,-0.108,-0.246,0.006,0.07,-0.004,-2.85,-0.02,0.1,0.0
12.293,0.0,0.0,0.039,0.363,-0.249,0.006,0.059,0.0,-0.247,0.006,0.069,-0.004,-2.871,-0.03,0.1,0.0
12.325,0.0,0.0,0.041,0.363,-0.253,0.006,0.059,0.0,-0.248,0.006,0.068,-0.004,-2.896,-0.03,0.1,0.0
12.364,0.0,0.0,0.042,0.363,-0.253,0.006,0.059,0.0,-0.25,0.006,0.067,-0.004,-2.888,-0.03,0.1,0.0
12.413,0.0,0.0,0.045,0.363,-0.253,0.006,0.06,0.029,-0.251,0.006,0.065,-0.004,-2.863,-0.04,0.1,0.0
12.448,0.0,0.0,0.047,0.363,-0.253,0.006,0.06,0.0,-0.251,0.006,0.065,-0.004,-2.878,-0.05,0.1,0.0
12.485,0.0,0.0,0.048,0.363,-0.253,0.006,0.06,0.0,-0.252,0.006,0.064,-0.003,-2.868,-0.06,0.1,0.0
12.537,0.0,0.0,0.048,0.363,-0.251,0.006,0.06,0.0,-0.252,0.006,0.063,-0.003,-2.881,-0.06,0.1,0.0
12.609,0.0,0.0,0.049,0.363,-0.252,0.01,0.105,0.888,-0.251,0.006,0.063,-0.002,-2.855,-0.06,0.1,0.0
12.658,0.0,0.0,0.049,0.363,-0.252,0.01,0.105,0.0,-0.251,0.007,0.066,0.0,-2.865,-0.06,0.1,0.0
12.692,0.0,0.0,0.045,0.363,-0.252,0.01,0.105,0.0,-0.251,0.007,0.068,0.001,-2.849,-0.06,0.1,0.0
12.748,0.0,0.0,0.041,0.363,-0.246,0.008,0.082,-0.462,-0.25,0.007,0.071,0.002,-2.838,-0.07,0.1,0.0
12.814,0.0,0.0,0.038,0.363,-0.242,0.008,0.082,0.0,-0.248,0.008,0.072,0.003,-2.827,-0.06,0.1,0.0
12.863,0.0,0.0,0.035,0.363,-0.242,0.008,0.082,0.0,-0.244,0.008,0.073,0.003,-2.839,-0.06,0.1,0.0
12.892,0.0,0.0,0.031,0.363,-0.242,0.008,0.082,0.0,-0.243,0.008,0.074,0.003,-2.83,-0.07,0.1,0.0
12.957,0.0,0.0,0.029,0.363,-0.241,0.008,0.082,0.0,-0.242,0.008,0.075,0.003,-2.845,-0.07,0.1,0.0
12.999,0.0,0.0,0.028,0.363,-0.241,0.008,0.082,0.0,-0.241,0.008,0.075,0.002,-2.821,-0.07,0.1,0.0
13.055,0.0,0.0,0.027,0.363,-0.241,0.008,0.082,0.0,-0.24,0.008,0.076,0.002,-2.848,-0.06,0.1,0.0
13.108,0.0,0.0,0.026,0.363,-0.23,0.012,0.121,0.78,-0.24,0.008,0.076,0.001,-2.837,-0.07,0.1,0.0
13.154,0.0,0.0,0.026,0.363,-0.23,0.012,0.121,0.0,-0.234,0.009,0.08,0.005,-2.853,-0.06,0.1,0.0
13.194,0.0,0.0,0.017,0.363,-0.23,0.012,0.121,0.0,-0.231,0.01,0.083,0.006,-2.839,-0.06,0.1,0.0
13.314,0.0,0.0,0.011,0.363,-0.226,0.012,0.121,0.0,-0.23,0.01,0.086,0.006,-2.846,-0.06,0.1,0.0
13.367,0.0,0.0,0.007,0.363,-0.218,0.012,0.121,0.0,-0.227,0.01,0.089,0.007,-2.921,-0.05,0.1,0.0
13.396,0.0,0.0,0.002,0.363,-0.218,0.012,0.121,0.0,-0.222,0.011,0.092,0.008,-2.917,-0.04,0.1,0.0
13.452,0.0,0.0,-0.005,0.363,-0.211,0.012,0.12,-0.016,-0.22,0.011,0.095,0.007,-2.942,-0.04,0.1,0.0
13.518,0.0,0.0,-0.009,0.363,-0.204,0.012,0.121,0.023,-0.215,0.011,0.098,0.008,-2.934,-0.01,0.1,0.0
13.556,0.0,0.0,-0.015,0.363,-0.204,0.012,0.121,0.0,-0.209,0.012,0.1,0.008,-2.925,-0.01,0.1,0.0
13.616,0.0,0.0,-0.022,0.363,-0.201,0.012,0.121,0.012,-0.206,0.012,0.103,0.008,-2.916,-0.0,0.1,0.0
13.659,0.0,0.0,-0.026,0.363,-0.201,0.012,0.121,0.0,-0.203,0.012,0.105,0.007,-2.951,0.01,0.1,0.0
13.711,0.0,0.0,-0.03,0.363,-0.189,0.008,0.081,-0.805,-0.201,0.012,0.107,0.006,-2.96,0.03,0.1,0.0
13.752,0.0,0.0,-0.032,0.363,-0.189,0.008,0.081,0.0,-0.194,0.012,0.106,0.006,-2.972,0.04,0.1,0.0
13.818,0.0,0.0,-0.035,0.363,-0.19,0.012,0.122,0.817,-0.191,0.011,0.105,0.004,-2.97,0.04,0.1,0.0
13.856,0.0,0.0,-0.035,0.363,-0.19,0.012,0.122,0.0,-0.19,0.011,0.107,0.004,-2.986,0.04,0.1,0.0
13.914,0.0,0.0,-0.037,0.363,-0.187,0.006,0.06,-1.233,-0.189,0.011,0.108,0.003,-2.99,0.05,0.1,0.0
13.943,0.0,0.0,-0.038,0.363,-0.187,0.006,0.06,0.0,-0.187,0.011,0.105,0.001,-3.013,0.05,0.1,0.0
13.995,0.0,0.0,-0.035,0.363,-0.187,0.006,0.06,0.0,-0.187,0.01,0.102,-0.002,-2.964,0.06,0.1,0.0
14.051,0.0,0.0,-0.031,0.363,-0.189,0.006,0.06,-0.001,-0.186,0.009,0.099,-0.003,-2.953,0.06,0.1,0.0
14.093,0.0,0.0,-0.027,0.363,-0.189,0.006,0.06,0.0,-0.187,0.009,0.096,-0.004,-2.93,0.07,0.1,0.0
14.16,0.0,0.0,-0.022,0.363,-0.189,0.006,0.059,-0.027,-0.187,0.008,0.093,-0.005,-2.912,0.08,0.1,0.0
14.213,0.0,0.0,-0.018,0.363,-0.193,0.0,-0.0,-1.181,-0.187,0.008,0.09,-0.006,-2.906,0.07,0.1,0.0
14.301,0.0,0.0,-0.015,0.363,-0.193,0.0,-0.0,0.0,-0.189,0.007,0.084,-0.009,-2.834,0.06,0.1,0.0
14.338,0.0,0.0,-0.004,0.363,-0.197,0.0,-0.0,0.0,-0.19,0.006,0.077,-0.011,-2.823,0.06,0.1,0.0
14.408,0.0,0.0,0.005,0.363,-0.203,-0.006,-0.059,-1.186,-0.193,0.005,0.071,-0.012,-2.754,0.06,0.1,0.0
14.447,0.0,0.0,0.015,0.363,-0.203,-0.006,-0.059,0.0,-0.197,0.003,0.061,-0.016,-2.777,0.06,0.1,0.0
14.491,0.0,0.0,0.031,0.363,-0.203,-0.006,-0.059,0.0,-0.2,0.002,0.051,-0.018,-2.739,0.04,0.1,0.0
14.535,0.0,0.0,0.044,0.363,-0.208,0.0,-0.0,1.186,-0.201,0.001,0.042,-0.018,-2.743,0.04,0.1,0.0
14.619,0.0,0.0,0.056,0.363,-0.215,0.0,-0.0,0.0,-0.204,0.001,0.037,-0.016,-2.703,-0.0,0.1,0.0
14.659,0.0,0.0,0.062,0.363,-0.215,0.0,-0.0,0.0,-0.209,0.0,0.033,-0.015,-2.704,-0.03,0.1,0.0
14.706,0.0,0.0,0.07,0.363,-0.221,0.0,-0.0,0.0,-0.212,0.0,0.029,-0.014,-2.688,-0.03,0.1,0.0
14.768,0.0,0.0,0.075,0.363,-0.221,0.0,-0.0,0.0,-0.216,0.0,0.026,-0.013,-2.675,-0.06,0.1,0.0
14.813,0.0,0.0,0.081,0.363,-0.221,0.006,0.063,1.253,-0.219,0.0,0.023,-0.011,-2.678,-0.09,0.1,0.0
14.851,0.0,0.0,0.085,0.363,-0.221,0.006,0.063,0.0,-0.22,0.001,0.024,-0.007,-2.644,-0.1,0.1,0.0
14.903,0.0,0.0,0.082,0.363,-0.221,0.006,0.063,0.0,-0.22,0.002,0.026,-0.004,-2.633,-0.11,0.1,0.0
14.963,0.0,0.0,0.079,0.363,-0.219,0.008,0.082,0.392,-0.22,0.003,0.028,-0.001,-2.62,-0.13,0.1,0.0
15.012,0.0,0.0,0.075,0.363,-0.215,0.01,0.105,0.445,-0.219,0.004,0.032,0.002,-2.653,-0.14,0.1,0.0
15.066,0.0,0.0,0.069,0.363,-0.215,0.01,0.105,0.0,-0.217,0.005,0.037,0.005,-2.627,-0.13,0.1,0.0
15.099,0.0,0.0,0.06,0.363,-0.215,0.01,0.105,0.0,-0.215,0.006,0.042,0.007,-2.623,-0.14,0.1,0.0
15.154,0.0,0.0,0.053,0.363,-0.209,0.01,0.103,-0.027,-0.215,0.006,0.047,0.008,-2.614,-0.14,0.1,0.0
15.191,0.0,0.0,0.047,0.363,-0.209,0.01,0.103,0.0,-0.212,0.007,0.051,0.009,-2.606,-0.14,0.1,0.0
15.246,0.0,0.0,0.039,0.363,-0.196,0.014,0.143,0.804,-0.21,0.007,0.056,0.009,-2.631,-0.14,0.1,0.0
15.31,0.0,0.0,0.033,0.363,-0.196,0.014,0.143,0.0,-0.203,0.009,0.063,0.012,-2.612,-0.12,0.1,0.0
15.377,0.0,0.0,0.019,0.363,-0.182,0.012,0.121,-0.451,-0.199,0.01,0.07,0.014,-2.623,-0.1,0.1,0.0
15.43,0.0,0.0,0.009,0.363,-0.171,0.018,0.184,1.266,-0.19,0.011,0.075,0.015,-2.644,-0.08,0.1,0.0
15.476,0.0,0.0,-0.003,0.363,-0.171,0.018,0.184,0.0,-0.18,0.012,0.085,0.019,-2.651,-0.06,0.1,0.0
15.522,0.0,0.0,-0.021,0.363,-0.164,0.014,0.141,-0.859,-0.175,0.013,0.093,0.02,-2.687,-0.04,0.1,0.0
15.547,0.0,0.0,-0.034,0.363,-0.164,0.014,0.141,0.0,-0.169,0.014,0.099,0.018,-2.675,-0.03,0.1,0.0
15.594,0.0,0.0,-0.043,0.363,-0.164,0.014,0.141,0.0,-0.165,0.013,0.103,0.016,-2.646,-0.01,0.1,0.0
15.641,0.0,0.0,-0.05,0.363,-0.151,0.016,0.162,0.422,-0.164,0.013,0.107,0.013,-2.656,0.05,0.1,0.0
15.685,0.0,0.0,-0.054,0.363,-0.151,0.016,0.162,0.0,-0.157,0.014,0.112,0.014,-2.637,0.06,0.1,0.0
15.738,0.0,0.0,-0.064,0.363,-0.141,0.012,0.121,-0.822,-0.153,0.014,0.117,0.013,-2.665,0.06,0.1,0.0
15.81,0.0,0.0,-0.072,0.363,-0.142,0.016,0.162,0.824,-0.146,0.014,0.119,0.012,-2.7,0.09,0.1,0.0
15.852,0.0,0.0,-0.077,0.363,-0.142,0.016,0.162,0.0,-0.143,0.014,0.123,0.011,-2.691,0.11,0.1,0.0
15.916,0.0,0.0,-0.083,0.363,-0.133,0.014,0.14,-0.45,-0.142,0.015,0.127,0.01,-2.66,0.12,0.1,0.0
15.945,0.0,0.0,-0.087,0.363,-0.133,0.014,0.14,0.0,-0.137,0.015,0.129,0.009,-2.66,0.12,0.1,0.0
16.005,0.0,0.0,-0.092,0.363,-0.138,0.018,0.183,0.857,-0.134,0.015,0.13,0.008,-2.631,0.13,0.1,0.0
16.057,0.0,0.0,-0.095,0.363,-0.138,0.018,0.183,0.0,-0.134,0.015,0.134,0.007,-2.613,0.16,0.1,0.0
16.105,0.0,0.0,-0.099,0.363,-0.138,0.018,0.183,0.0,-0.135,0.015,0.138,0.006,-2.605,0.16,0.1,0.0
16.153,0.0,0.0,-0.103,0.363,-0.139,0.018,0.183,0.001,-0.135,0.015,0.141,0.005,-2.594,0.17,0.1,0.0
16.206,0.0,0.0,-0.107,0.363,-0.139,0.018,0.183,0.0,-0.136,0.015,0.144,0.005,-2.583,0.17,0.1,0.0
16.288,0.0,0.0,-0.11,0.363,-0.145,0.01,0.105,-1.555,-0.136,0.015,0.147,0.004,-2.554,0.19,0.1,0.0
16.361,0.0,0.0,-0.113,0.363,-0.15,0.008,0.084,-0.422,-0.139,0.014,0.144,-0.0,-2.531,0.2,0.1,0.0
16.417,0.0,0.0,-0.106,0.363,-0.157,0.008,0.083,-0.013,-0.143,0.013,0.139,-0.005,-2.505,0.21,0.1,0.0
16.442,0.0,0.0,-0.096,0.363,-0.157,0.008,0.083,0.0,-0.148,0.011,0.134,-0.009,-2.494,0.21,0.1,0.0
16.521,0.0,0.0,-0.086,0.363,-0.17,0.004,0.041,-0.842,-0.151,0.011,0.13,-0.01,-2.509,0.21,0.1,0.0
16.585,0.0,0.0,-0.078,0.363,-0.17,0.004,0.041,0.0,-0.159,0.009,0.122,-0.015,-2.51,0.22,0.1,0.0
16.666,0.0,0.0,-0.063,0.363,-0.181,0.002,0.021,-0.396,-0.163,0.008,0.115,-0.016,-2.51,0.2,0.1,0.0
16.7,0.0,0.0,-0.052,0.363,-0.199,0.0,-0.0,-0.428,-0.171,0.007,0.106,-0.019,-2.497,0.19,0.1,0.0
16.736,0.0,0.0,-0.037,0.363,-0.199,0.0,-0.0,0.0,-0.183,0.005,0.096,-0.023,-2.515,0.19,0.1,0.0
16.785,0.0,0.0,-0.016,0.363,-0.199,0.0,-0.0,0.0,-0.19,0.004,0.087,-0.024,-2.489,0.18,0.1,0.0
16.84,0.0,0.0,-0.002,0.363,-0.215,-0.004,-0.04,-0.797,-0.194,0.003,0.079,-0.023,-2.515,0.16,0.1,0.0
16.887,0.0,0.0,0.01,0.363,-0.215,-0.004,-0.04,0.0,-0.203,0.002,0.068,-0.025,-2.491,0.11,0.1,0.0
16.944,0.0,0.0,0.029,0.363,-0.231,0.0,-0.0,0.797,-0.208,0.001,0.058,-0.025,-2.49,0.08,0.1,0.0
17.015,0.0,0.0,0.043,0.363,-0.248,0.0,-0.0,0.0,-0.219,0.0,0.051,-0.025,-2.479,0.04,0.1,0.0
17.042,0.0,0.0,0.057,0.363,-0.248,0.0,-0.0,0.0,-0.232,-0.001,0.044,-0.025,-2.473,0.02,0.1,0.0
17.104,0.0,0.0,0.072,0.363,-0.263,-0.006,-0.059,-1.181,-0.24,-0.001,0.038,-0.024,-2.488,-0.01,0.1,0.0
17.158,0.0,0.0,0.082,0.363,-0.263,-0.006,-0.059,0.0,-0.251,-0.002,0.029,-0.025,-2.479,-0.05,0.1,0.0
17.215,0.0,0.0,0.1,0.363,-0.276,-0.008,-0.083,-0.471,-0.257,-0.003,0.02,-0.025,-2.497,-0.08,0.1,0.0
17.309,0.0,0.0,0.113,0.363,-0.285,-0.008,-0.078,0.085,-0.266,-0.004,0.01,-0.026,-2.547,-0.14,0.1,0.0
17.344,0.0,0.0,0.13,0.363,-0.285,-0.008,-0.078,0.0,-0.275,-0.005,0.001,-0.026,-2.6,-0.16,0.1,0.0
17.423,0.0,0.0,0.146,0.363,-0.29,-0.008,-0.08,-0.024,-0.28,-0.005,-0.007,-0.024,-2.655,-0.18,0.1,0.0
17.448,0.0,0.0,0.157,0.363,-0.29,-0.008,-0.08,0.0,-0.285,-0.006,-0.014,-0.022,-2.662,-0.19,0.1,0.0
17.505,0.0,0.0,0.168,0.363,-0.295,-0.006,-0.06,0.382,-0.288,-0.006,-0.02,-0.02,-2.699,-0.2,0.1,0.0
17.546,0.0,0.0,0.176,0.363,-0.295,-0.006,-0.06,0.0,-0.292,-0.006,-0.025,-0.017,-2.713,-0.23,0.1,0.0
17.619,0.0,0.0,0.182,0.363,-0.289,0.002,0.022,1.647,-0.294,-0.006,-0.029,-0.014,-2.766,-0.29,0.1,0.0
17.663,0.0,0.0,0.187,0.363,-0.289,0.002,0.022,0.0,-0.292,-0.004,-0.027,-0.007,-2.78,-0.29,0.1,0.0
17.709,0.0,0.0,0.18,0.363,-0.278,0.006,0.065,0.853,-0.291,-0.003,-0.024,-0.003,-2.814,-0.3,0.1,0.0
17.765,0.0,0.0,0.174,0.363,-0.278,0.006,0.065,0.0,-0.285,-0.001,-0.017,0.004,-2.83,-0.32,0.1,0.0
17.817,0.0,0.0,0.16,0.363,-0.266,0.008,0.082,0.349,-0.282,0.001,-0.011,0.008,-2.849,-0.33,0.1,0.0
17.857,0.0,0.0,0.15,0.363,-0.266,0.008,0.082,0.0,-0.274,0.002,-0.004,0.013,-2.857,-0.34,0.1,0.0
17.925,0.0,0.0,0.135,0.363,-0.243,0.01,0.103,0.423,-0.27,0.003,0.004,0.014,-2.897,-0.33,0.1,0.0
17.959,0.0,0.0,0.124,0.363,-0.243,0.01,0.103,0.0,-0.257,0.005,0.013,0.019,-2.898,-0.32,0.1,0.0
18.008,0.0,0.0,0.104,0.363,-0.22,0.008,0.085,-0.369,-0.25,0.006,0.021,0.021,-2.935,-0.32,0.1,0.0
18.062,0.0,0.0,0.09,0.363,-0.22,0.008,0.085,0.0,-0.236,0.008,0.029,0.023,-2.939,-0.29,0.1,0.0
18.105,0.0,0.0,0.072,0.363,-0.193,0.014,0.14,1.098,-0.228,0.008,0.035,0.022,-2.969,-0.26,0.1,0.0
18.169,0.0,0.0,0.061,0.363,-0.193,0.014,0.14,0.0,-0.211,0.01,0.046,0.027,-2.987,-0.2,0.1,0.0
18.22,0.0,0.0,0.038,0.363,-0.178,0.016,0.157,0.344,-0.202,0.011,0.055,0.027,-3.012,-0.17,0.1,0.0
18.336,0.0,0.0,0.022,0.363,-0.178,0.016,0.157,0.0,-0.19,0.012,0.065,0.028,-2.999,-0.15,0.1,0.0
18.372,0.0,0.0,0.004,0.363,-0.161,0.018,0.177,0.397,-0.184,0.013,0.074,0.027,-2.985,-0.11,0.1,0.0
18.42,0.0,0.0,-0.01,0.363,-0.138,0.018,0.179,0.039,-0.172,0.014,0.084,0.028,-3.009,-0.08,0.1,0.0
18.469,0.0,0.0,-0.028,0.363,-0.138,0.018,0.179,0.0,-0.155,0.016,0.094,0.03,-3.002,-0.05,0.1,0.0
18.505,0.0,0.0,-0.05,0.363,-0.119,0.019,0.196,0.346,-0.146,0.016,0.103,0.029,-3.026,-0.03,0.1,0.0
18.562,0.0,0.0,-0.065,0.363,-0.119,0.019,0.196,0.0,-0.133,0.017,0.113,0.029,-3.009,-0.0,0.1,0.0
18.606,0.0,0.0,-0.084,0.363,-0.11,0.019,0.196,-0.004,-0.125,0.018,0.122,0.027,-3.013,0.04,0.1,0.0
18.648,0.0,0.0,-0.097,0.363,-0.11,0.019,0.196,0.0,-0.117,0.018,0.13,0.025,-3.009,0.06,0.1,0.0
18.714,0.0,0.0,-0.11,0.363,-0.11,0.019,0.196,0.0,-0.112,0.018,0.136,0.022,-2.993,0.12,0.1,0.0
18.755,0.0,0.0,-0.119,0.363,-0.079,0.02,0.197,0.022,-0.11,0.018,0.142,0.019,-2.993,0.15,0.1,0.0
18.821,0.0,0.0,-0.126,0.363,-0.081,0.018,0.177,-0.396,-0.094,0.019,0.149,0.021,-2.975,0.21,0.1,0.0
18.859,0.0,0.0,-0.143,0.363,-0.081,0.018,0.177,0.0,-0.087,0.019,0.153,0.019,-2.965,0.21,0.1,0.0
18.895,0.0,0.0,-0.151,0.363,-0.081,0.018,0.177,0.0,-0.082,0.019,0.157,0.016,-2.961,0.23,0.1,0.0
18.948,0.0,0.0,-0.156,0.363,-0.081,0.018,0.177,0.0,-0.08,0.018,0.159,0.013,-2.974,0.25,0.1,0.0
19.009,0.0,0.0,-0.159,0.363,-0.08,0.02,0.197,0.409,-0.079,0.018,0.162,0.009,-2.983,0.29,0.1,0.0
19.044,0.0,0.0,-0.161,0.363,-0.08,0.02,0.197,0.0,-0.078,0.018,0.165,0.008,-2.954,0.31,0.1,0.0
19.128,0.0,0.0,-0.164,0.363,-0.087,0.016,0.16,-0.753,-0.078,0.018,0.167,0.006,-2.931,0.32,0.1,0.0
19.162,0.0,0.0,-0.167,0.363,-0.087,0.016,0.16,0.0,-0.081,0.017,0.167,0.002,-2.916,0.32,0.1,0.0
19.202,0.0,0.0,-0.163,0.363,-0.087,0.016,0.16,0.0,-0.082,0.016,0.166,-0.0,-2.904,0.31,0.1,0.0
19.331,0.0,0.0,-0.161,0.363,-0.1,0.01,0.101,-1.183,-0.083,0.016,0.165,-0.002,-2.865,0.34,0.1,0.0
19.379,0.0,0.0,-0.159,0.363,-0.1,0.01,0.101,0.0,-0.09,0.014,0.16,-0.007,-2.833,0.33,0.1,0.0
19.427,0.0,0.0,-0.147,0.363,-0.112,0.0,-0.0,-2.013,-0.094,0.013,0.155,-0.01,-2.813,0.33,0.1,0.0
19.461,0.0,0.0,-0.138,0.363,-0.112,0.0,-0.0,0.0,-0.101,0.011,0.143,-0.017,-2.787,0.33,0.1,0.0
19.521,0.0,0.0,-0.116,0.363,-0.154,-0.002,-0.021,-0.418,-0.106,0.009,0.131,-0.021,-2.792,0.32,0.1,0.0
19.551,0.0,0.0,-0.098,0.363,-0.154,-0.002,-0.021,0.0,-0.127,0.005,0.117,-0.03,-2.778,0.32,0.1,0.0
19.617,0.0,0.0,-0.066,0.363,-0.179,-0.004,-0.041,-0.402,-0.139,0.004,0.104,-0.033,-2.787,0.31,0.1,0.0
19.648,0.0,0.0,-0.044,0.363,-0.179,-0.004,-0.041,0.0,-0.157,0.001,0.09,-0.037,-2.761,0.29,0.1,0.0
19.713,0.0,0.0,-0.015,0.363,-0.197,-0.004,-0.042,-0.02,-0.167,0.0,0.077,-0.037,-2.776,0.25,0.1,0.0
19.764,0.0,0.0,0.005,0.363,-0.197,-0.004,-0.042,0.0,-0.181,-0.001,0.064,-0.037,-2.785,0.16,0.1,0.0
19.861,0.0,0.0,0.027,0.363,-0.197,-0.004,-0.042,0.0,-0.189,-0.002,0.053,-0.035,-2.786,0.08,0.1,0.0
19.909,0.0,0.0,0.043,0.363,-0.225,-0.012,-0.122,-1.592,-0.193,-0.002,0.044,-0.031,-2.797,0.05,0.1,0.0
19.955,0.0,0.0,0.055,0.363,-0.225,-0.012,-0.122,0.0,-0.208,-0.004,0.028,-0.035,-2.78,0.04,0.1,0.0
20.005,0.0,0.0,0.083,0.363,-0.247,-0.01,-0.1,0.429,-0.216,-0.005,0.015,-0.035,-2.814,-0.03,0.1,0.0
20.054,0.0,0.0,0.104,0.363,-0.247,-0.01,-0.1,0.0,-0.231,-0.007,0.003,-0.036,-2.799,-0.05,0.1,0.0
20.113,0.0,0.0,0.126,0.363,-0.281,-0.01,-0.1,0.012,-0.239,-0.007,-0.008,-0.033,-2.829,-0.11,0.1,0.0
20.171,0.0,0.0,0.142,0.363,-0.281,-0.01,-0.1,0.0,-0.259,-0.009,-0.019,-0.035,-2.819,-0.16,0.1,0.0
20.208,0.0,0.0,0.166,0.363,-0.281,-0.01,-0.1,0.0,-0.27,-0.01,-0.028,-0.033,-2.838,-0.17,0.1,0.0
20.289,0.0,0.0,0.182,0.363,-0.286,-0.01,-0.1,-0.012,-0.276,-0.009,-0.036,-0.029,-2.888,-0.25,0.1,0.0
20.325,0.0,0.0,0.193,0.363,-0.294,-0.008,-0.077,0.455,-0.282,-0.009,-0.044,-0.026,-2.89,-0.27,0.1,0.0
20.374,0.0,0.0,0.203,0.363,-0.294,-0.008,-0.077,0.0,-0.288,-0.009,-0.049,-0.022,-2.893,-0.29,0.1,0.0
