time,joy_delta,joy_speed,lqg_delta,d_ff,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,future_curvature,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
61.461,0.0,0.0,-0.014,0.0,3.0,0.189,-0.003,-0.028,-0.145,0.0,0.184,-0.047,-0.028,-0.011,0.0,0.0,0.1,0.0
61.489,0.0,0.0,-0.021,0.0,3.0,0.19,-0.003,-0.027,0.014,0.0,0.186,-0.046,-0.028,-0.022,0.0,0.0,0.1,0.0
61.555,0.0,0.0,-0.011,0.0,3.0,0.195,-0.003,-0.032,-0.089,0.0,0.187,-0.046,-0.029,-0.025,0.0,0.0,0.1,0.0
61.652,0.0,0.0,-0.006,0.0,3.0,0.2,-0.003,-0.031,0.009,0.0,0.191,-0.044,-0.03,-0.023,0.0,0.0,0.1,0.0
61.729,0.0,0.0,-0.011,0.0,3.0,0.199,-0.003,-0.028,0.067,0.0,0.196,-0.042,-0.03,-0.025,0.0,0.0,0.1,0.0
61.752,0.0,0.0,-0.014,0.0,3.0,0.197,-0.003,-0.029,-0.02,0.0,0.196,-0.043,-0.031,-0.03,0.0,0.0,0.1,0.0
61.824,0.0,0.0,-0.004,0.0,3.0,0.199,-0.003,-0.032,-0.065,0.0,0.195,-0.045,-0.032,-0.026,0.0,0.0,0.1,0.0
61.84,0.0,0.0,0.001,0.0,3.0,0.198,-0.003,-0.029,0.058,0.0,0.196,-0.045,-0.033,-0.019,0.0,0.0,0.1,0.0
61.903,0.0,0.0,-0.006,0.0,3.0,0.198,-0.004,-0.037,-0.15,0.0,0.196,-0.045,-0.034,-0.017,0.0,0.0,0.1,0.0
61.95,0.0,0.0,-0.004,0.0,3.0,0.191,-0.005,-0.053,-0.324,0.0,0.195,-0.047,-0.035,-0.015,0.0,0.0,0.1,0.0
62.048,0.0,0.0,-0.001,0.0,3.0,0.186,-0.004,-0.04,0.268,0.0,0.189,-0.056,-0.037,-0.012,0.0,0.0,0.1,0.0
62.122,0.0,0.0,0.019,0.0,3.0,0.179,-0.003,-0.034,0.107,0.0,0.184,-0.059,-0.037,0.007,0.0,0.0,0.1,0.0
62.137,0.0,0.0,0.011,0.0,3.0,0.179,-0.003,-0.034,0.0,0.0,0.177,-0.063,-0.037,0.017,0.0,0.0,0.1,0.0
62.219,0.0,0.0,0.01,0.0,3.0,0.17,-0.003,-0.026,0.173,0.0,0.176,-0.063,-0.035,0.026,0.0,0.0,0.1,0.0
62.238,0.0,0.0,-0.005,0.0,3.0,0.17,-0.003,-0.026,0.0,0.0,0.168,-0.067,-0.034,0.022,0.0,0.0,0.1,0.0
62.334,0.0,0.0,0.008,0.0,3.0,0.153,-0.003,-0.034,-0.175,0.0,0.166,-0.065,-0.032,0.029,0.0,0.0,0.1,0.0
62.352,0.0,0.0,-0.008,0.0,3.0,0.154,-0.002,-0.024,0.215,0.0,0.152,-0.075,-0.032,0.019,0.0,0.0,0.1,0.0
62.385,0.0,0.0,0.029,0.0,3.0,0.148,-0.003,-0.025,-0.037,0.0,0.151,-0.071,-0.03,0.041,0.0,0.0,0.1,0.0
62.429,0.0,0.0,-0.007,0.0,3.0,0.143,-0.003,-0.033,-0.152,0.0,0.145,-0.072,-0.028,0.033,0.0,0.0,0.1,0.0
62.509,0.0,0.0,0.002,0.0,3.0,0.134,-0.002,-0.022,0.214,0.0,0.14,-0.075,-0.027,0.031,0.0,0.0,0.1,0.0
62.543,0.0,0.0,0.008,0.0,3.0,0.128,-0.002,-0.023,-0.007,0.0,0.131,-0.077,-0.025,0.034,0.0,0.0,0.1,0.0
62.592,0.0,0.0,0.012,0.0,3.0,0.126,-0.003,-0.03,-0.149,0.0,0.124,-0.078,-0.024,0.039,0.0,0.0,0.1,0.0
62.654,0.0,0.0,0.007,0.0,3.0,0.121,-0.003,-0.029,0.015,0.0,0.122,-0.077,-0.022,0.04,0.0,0.0,0.1,0.0
62.761,0.0,0.0,-0.0,0.0,3.0,0.113,-0.003,-0.03,-0.011,0.0,0.117,-0.078,-0.02,0.035,0.0,0.0,0.1,0.0
62.851,0.0,0.0,0.007,0.0,3.0,0.106,-0.003,-0.029,0.009,0.0,0.11,-0.081,-0.02,0.035,0.0,0.0,0.1,0.0
62.894,0.0,0.0,0.015,0.0,3.0,0.101,-0.001,-0.015,0.296,0.0,0.103,-0.083,-0.019,0.04,0.0,0.0,0.1,0.0
62.924,0.0,0.0,0.014,0.0,3.0,0.1,-0.002,-0.016,-0.03,0.0,0.097,-0.081,-0.016,0.045,0.0,0.0,0.1,0.0
62.965,0.0,0.0,0.003,0.0,3.0,0.1,-0.003,-0.033,-0.332,0.0,0.096,-0.077,-0.014,0.042,0.0,0.0,0.1,0.0
63.034,0.0,0.0,-0.004,0.0,3.0,0.096,-0.003,-0.027,0.109,0.0,0.095,-0.077,-0.013,0.032,0.0,0.0,0.1,0.0
63.073,0.0,0.0,0.002,0.0,3.0,0.098,-0.004,-0.038,-0.209,0.0,0.092,-0.077,-0.012,0.028,0.0,0.0,0.1,0.0
63.103,0.0,0.0,0.006,0.0,3.0,0.098,-0.003,-0.03,0.163,0.0,0.093,-0.075,-0.012,0.027,0.0,0.0,0.1,0.0
63.181,0.0,0.0,0.003,0.0,3.0,0.1,-0.003,-0.026,0.064,0.0,0.093,-0.074,-0.011,0.024,0.0,0.0,0.1,0.0
63.201,0.0,0.0,0.002,0.0,3.0,0.1,-0.003,-0.028,-0.026,0.0,0.096,-0.07,-0.01,0.022,0.0,0.0,0.1,0.0
63.279,0.0,0.0,-0.005,0.0,3.0,0.098,-0.002,-0.022,0.108,0.0,0.096,-0.069,-0.01,0.014,0.0,0.0,0.1,0.0
63.323,0.0,0.0,0.002,0.0,3.0,0.105,-0.002,-0.02,0.053,0.0,0.094,-0.068,-0.01,0.011,0.0,0.0,0.1,0.0
63.345,0.0,0.0,0.004,0.0,3.0,0.105,-0.004,-0.037,-0.351,0.0,0.1,-0.061,-0.009,0.012,0.0,0.0,0.1,0.0
63.436,0.0,0.0,-0.015,0.0,3.0,0.109,-0.004,-0.036,0.026,0.0,0.101,-0.063,-0.01,-0.002,0.0,0.0,0.1,0.0
63.538,0.0,0.0,0.006,0.0,3.0,0.121,-0.003,-0.027,0.187,0.0,0.105,-0.06,-0.011,0.0,0.0,0.0,0.1,0.0
63.559,0.0,0.0,-0.0,0.0,3.0,0.12,-0.005,-0.05,-0.466,0.0,0.116,-0.052,-0.01,0.001,0.0,0.0,0.1,0.0
63.629,0.0,0.0,-0.023,0.0,3.0,0.127,-0.004,-0.041,0.18,0.0,0.116,-0.057,-0.013,-0.019,0.0,0.0,0.1,0.0
63.66,0.0,0.0,0.012,0.0,3.0,0.127,-0.004,-0.041,0.0,0.0,0.123,-0.054,-0.014,-0.008,0.0,0.0,0.1,0.0
63.753,0.0,0.0,-0.004,0.0,3.0,0.133,-0.003,-0.026,0.307,0.0,0.123,-0.056,-0.016,-0.011,0.0,0.0,0.1,0.0
63.793,0.0,0.0,0.007,0.0,3.0,0.136,-0.004,-0.036,-0.214,0.0,0.129,-0.051,-0.016,-0.004,0.0,0.0,0.1,0.0
63.838,0.0,0.0,-0.011,0.0,3.0,0.138,-0.003,-0.028,0.168,0.0,0.132,-0.051,-0.017,-0.012,0.0,0.0,0.1,0.0
63.851,0.0,0.0,-0.002,0.0,3.0,0.138,-0.003,-0.031,-0.066,0.0,0.135,-0.049,-0.018,-0.012,0.0,0.0,0.1,0.0
63.924,0.0,0.0,-0.005,0.0,3.0,0.139,-0.003,-0.03,0.017,0.0,0.135,-0.05,-0.019,-0.014,0.0,0.0,0.1,0.0
63.955,0.0,0.0,0.004,0.0,3.0,0.143,-0.002,-0.024,0.134,0.0,0.136,-0.05,-0.02,-0.009,0.0,0.0,0.1,0.0
64.008,0.0,0.0,0.0,0.0,3.0,0.147,-0.004,-0.04,-0.336,0.0,0.139,-0.047,-0.02,-0.006,0.0,0.0,0.1,0.0
64.096,0.0,0.0,-0.01,0.0,3.0,0.147,-0.004,-0.038,0.056,0.0,0.144,-0.047,-0.021,-0.012,0.0,0.0,0.1,0.0
64.163,0.0,0.0,-0.005,0.0,3.0,0.152,-0.005,-0.046,-0.161,0.0,0.144,-0.049,-0.022,-0.013,0.0,0.0,0.1,0.0
64.19,0.0,0.0,0.004,0.0,3.0,0.152,-0.005,-0.055,-0.179,0.0,0.148,-0.049,-0.023,-0.007,0.0,0.0,0.1,0.0
64.24,0.0,0.0,-0.002,0.0,3.0,0.156,-0.004,-0.038,0.331,0.0,0.149,-0.053,-0.025,-0.007,0.0,0.0,0.1,0.0
64.312,0.0,0.0,0.008,0.0,3.0,0.162,-0.005,-0.047,-0.17,0.0,0.153,-0.051,-0.025,0.002,0.0,0.0,0.1,0.0
64.343,0.0,0.0,-0.006,0.0,3.0,0.161,-0.004,-0.036,0.217,0.0,0.158,-0.05,-0.026,-0.0,0.0,0.0,0.1,0.0
64.392,0.0,0.0,-0.008,0.0,3.0,0.163,-0.005,-0.05,-0.29,0.0,0.158,-0.052,-0.026,-0.005,0.0,0.0,0.1,0.0
64.448,0.0,0.0,-0.001,0.0,3.0,0.171,-0.006,-0.06,-0.196,0.0,0.16,-0.054,-0.027,-0.003,0.0,0.0,0.1,0.0
64.534,0.0,0.0,0.003,0.0,3.0,0.171,-0.005,-0.051,0.175,0.0,0.167,-0.054,-0.028,0.002,0.0,0.0,0.1,0.0
64.579,0.0,0.0,-0.006,0.0,3.0,0.171,-0.003,-0.029,0.444,0.0,0.168,-0.057,-0.029,-0.001,0.0,0.0,0.1,0.0
64.6,0.0,0.0,0.003,0.0,3.0,0.173,-0.003,-0.032,-0.06,0.0,0.168,-0.056,-0.029,0.004,0.0,0.0,0.1,0.0
64.709,0.0,0.0,-0.004,0.0,3.0,0.172,-0.006,-0.063,-0.628,0.0,0.17,-0.055,-0.028,0.003,0.0,0.0,0.1,0.0
64.783,0.0,0.0,-0.009,0.0,3.0,0.176,-0.005,-0.048,0.319,0.0,0.169,-0.061,-0.03,-0.003,0.0,0.0,0.1,0.0
64.798,0.0,0.0,0.013,0.0,3.0,0.178,-0.004,-0.043,0.088,0.0,0.172,-0.061,-0.031,0.009,0.0,0.0,0.1,0.0
64.902,0.0,0.0,-0.003,0.0,3.0,0.179,-0.004,-0.041,0.039,0.0,0.174,-0.061,-0.03,0.009,0.0,0.0,0.1,0.0
64.921,0.0,0.0,-0.005,0.0,3.0,0.181,-0.004,-0.038,0.072,0.0,0.176,-0.061,-0.03,0.006,0.0,0.0,0.1,0.0
64.935,0.0,0.0,-0.006,0.0,3.0,0.184,-0.004,-0.038,-0.005,0.0,0.177,-0.06,-0.03,0.004,0.0,0.0,0.1,0.0
65.007,0.0,0.0,-0.006,0.0,3.0,0.188,-0.002,-0.016,0.429,0.0,0.18,-0.059,-0.03,0.001,0.0,0.0,0.1,0.0
65.107,0.0,0.0,-0.009,0.0,3.0,0.186,-0.005,-0.045,-0.578,0.0,0.184,-0.054,-0.028,-0.002,0.0,0.0,0.1,0.0
65.166,0.0,0.0,-0.02,0.0,3.0,0.184,-0.005,-0.049,-0.071,0.0,0.183,-0.058,-0.03,-0.016,0.0,0.0,0.1,0.0
65.186,0.0,0.0,0.006,0.0,3.0,0.18,-0.005,-0.045,0.068,0.0,0.18,-0.062,-0.031,-0.008,0.0,0.0,0.1,0.0
65.264,0.0,0.0,0.011,0.0,3.0,0.179,-0.002,-0.024,0.431,0.0,0.177,-0.066,-0.032,0.002,0.0,0.0,0.1,0.0
65.32,0.0,0.0,0.011,0.0,3.0,0.18,-0.003,-0.028,-0.091,0.0,0.176,-0.063,-0.031,0.013,0.0,0.0,0.1,0.0
65.35,0.0,0.0,-0.006,0.0,3.0,0.176,-0.003,-0.03,-0.034,0.0,0.176,-0.062,-0.03,0.01,0.0,0.0,0.1,0.0
65.485,0.0,0.0,-0.008,0.0,3.0,0.175,-0.003,-0.032,-0.04,0.0,0.172,-0.064,-0.03,0.004,0.0,0.0,0.1,0.0
65.548,0.0,0.0,0.003,0.0,3.0,0.174,-0.003,-0.031,0.013,0.0,0.171,-0.064,-0.029,0.008,0.0,0.0,0.1,0.0
65.623,0.0,0.0,-0.002,0.0,3.0,0.168,-0.003,-0.027,0.087,0.0,0.17,-0.064,-0.029,0.007,0.0,0.0,0.1,0.0
65.661,0.0,0.0,-0.002,0.0,3.0,0.168,-0.004,-0.038,-0.226,0.0,0.165,-0.066,-0.029,0.006,0.0,0.0,0.1,0.0
65.693,0.0,0.0,0.006,0.0,3.0,0.165,-0.003,-0.03,0.174,0.0,0.164,-0.067,-0.029,0.012,0.0,0.0,0.1,0.0
65.759,0.0,0.0,0.001,0.0,3.0,0.158,-0.004,-0.039,-0.191,0.0,0.161,-0.067,-0.028,0.013,0.0,0.0,0.1,0.0
65.806,0.0,0.0,0.002,0.0,3.0,0.157,-0.004,-0.039,0.016,0.0,0.155,-0.072,-0.028,0.013,0.0,0.0,0.1,0.0
65.84,0.0,0.0,0.014,0.0,3.0,0.156,-0.003,-0.03,0.172,0.0,0.153,-0.072,-0.028,0.023,0.0,0.0,0.1,0.0
65.91,0.0,0.0,0.004,0.0,3.0,0.152,-0.003,-0.03,0.005,0.0,0.152,-0.071,-0.026,0.025,0.0,0.0,0.1,0.0
65.952,0.0,0.0,-0.004,0.0,3.0,0.155,-0.003,-0.035,-0.102,0.0,0.148,-0.072,-0.026,0.02,0.0,0.0,0.1,0.0
66.002,0.0,0.0,0.004,0.0,3.0,0.149,-0.003,-0.025,0.186,0.0,0.151,-0.069,-0.024,0.022,0.0,0.0,0.1,0.0
66.07,0.0,0.0,-0.009,0.0,3.0,0.148,-0.004,-0.04,-0.284,0.0,0.146,-0.071,-0.024,0.013,0.0,0.0,0.1,0.0
66.095,0.0,0.0,0.005,0.0,3.0,0.153,-0.003,-0.034,0.103,0.0,0.144,-0.072,-0.024,0.015,0.0,0.0,0.1,0.0
66.199,0.0,0.0,0.006,0.0,3.0,0.152,-0.002,-0.02,0.28,0.0,0.148,-0.068,-0.023,0.02,0.0,0.0,0.1,0.0
66.23,0.0,0.0,-0.012,0.0,3.0,0.151,-0.003,-0.026,-0.109,0.0,0.148,-0.066,-0.022,0.009,0.0,0.0,0.1,0.0
66.272,0.0,0.0,-0.007,0.0,3.0,0.153,-0.003,-0.034,-0.171,0.0,0.147,-0.065,-0.021,0.003,0.0,0.0,0.1,0.0
66.288,0.0,0.0,-0.002,0.0,3.0,0.157,-0.003,-0.029,0.105,0.0,0.149,-0.064,-0.021,0.002,0.0,0.0,0.1,0.0
66.337,0.0,0.0,-0.004,0.0,3.0,0.155,-0.003,-0.032,-0.058,0.0,0.153,-0.06,-0.021,0.0,0.0,0.0,0.1,0.0
66.407,0.0,0.0,-0.011,0.0,3.0,0.161,-0.006,-0.064,-0.629,0.0,0.151,-0.062,-0.022,-0.008,0.0,0.0,0.1,0.0
66.464,0.0,0.0,0.005,0.0,3.0,0.163,-0.003,-0.03,0.665,0.0,0.156,-0.064,-0.024,-0.003,0.0,0.0,0.1,0.0
66.482,0.0,0.0,0.004,0.0,3.0,0.163,-0.002,-0.017,0.273,0.0,0.159,-0.06,-0.024,0.001,0.0,0.0,0.1,0.0
66.574,0.0,0.0,-0.008,0.0,3.0,0.163,-0.002,-0.017,-0.016,0.0,0.16,-0.057,-0.023,-0.004,0.0,0.0,0.1,0.0
66.596,0.0,0.0,-0.01,0.0,3.0,0.162,-0.002,-0.024,-0.13,0.0,0.16,-0.056,-0.023,-0.009,0.0,0.0,0.1,0.0
66.663,0.0,0.0,-0.006,0.0,3.0,0.163,-0.003,-0.027,-0.061,0.0,0.159,-0.055,-0.023,-0.012,0.0,0.0,0.1,0.0
66.685,0.0,0.0,-0.002,0.0,3.0,0.164,-0.005,-0.047,-0.391,0.0,0.159,-0.055,-0.024,-0.011,0.0,0.0,0.1,0.0
66.738,0.0,0.0,-0.002,0.0,3.0,0.164,-0.004,-0.04,0.13,0.0,0.16,-0.057,-0.025,-0.011,0.0,0.0,0.1,0.0
66.823,0.0,0.0,0.004,0.0,3.0,0.16,-0.004,-0.036,0.085,0.0,0.16,-0.058,-0.026,-0.005,0.0,0.0,0.1,0.0
66.842,0.0,0.0,0.004,0.0,3.0,0.16,-0.002,-0.022,0.284,0.0,0.157,-0.06,-0.027,-0.001,0.0,0.0,0.1,0.0
66.894,0.0,0.0,0.008,0.0,3.0,0.158,-0.003,-0.029,-0.154,0.0,0.156,-0.058,-0.026,0.007,0.0,0.0,0.1,0.0
66.95,0.0,0.0,-0.004,0.0,3.0,0.153,-0.003,-0.031,-0.04,0.0,0.155,-0.059,-0.026,0.005,0.0,0.0,0.1,0.0
66.994,0.0,0.0,-0.0,0.0,3.0,0.156,-0.002,-0.025,0.127,0.0,0.15,-0.062,-0.026,0.004,0.0,0.0,0.1,0.0
67.035,0.0,0.0,0.008,0.0,3.0,0.149,-0.003,-0.027,-0.042,0.0,0.152,-0.058,-0.025,0.012,0.0,0.0,0.1,0.0
67.092,0.0,0.0,-0.009,0.0,3.0,0.15,-0.002,-0.019,0.156,0.0,0.146,-0.062,-0.025,0.005,0.0,0.0,0.1,0.0
67.145,0.0,0.0,0.009,0.0,3.0,0.146,-0.004,-0.043,-0.482,0.0,0.147,-0.058,-0.024,0.013,0.0,0.0,0.1,0.0
67.193,0.0,0.0,-0.008,0.0,3.0,0.144,-0.005,-0.048,-0.092,0.0,0.143,-0.064,-0.025,0.005,0.0,0.0,0.1,0.0
67.242,0.0,0.0,0.013,0.0,3.0,0.14,-0.005,-0.055,-0.131,0.0,0.141,-0.067,-0.025,0.014,0.0,0.0,0.1,0.0
67.304,0.0,0.0,0.011,0.0,3.0,0.136,-0.005,-0.048,0.135,0.0,0.136,-0.072,-0.026,0.02,0.0,0.0,0.1,0.0
67.365,0.0,0.0,0.019,0.0,3.0,0.137,-0.005,-0.047,0.009,0.0,0.132,-0.075,-0.026,0.032,0.0,0.0,0.1,0.0
67.437,0.0,0.0,0.013,0.0,3.0,0.141,-0.003,-0.03,0.346,0.0,0.133,-0.075,-0.025,0.039,0.0,0.0,0.1,0.0
67.457,0.0,0.0,0.002,0.0,3.0,0.141,-0.002,-0.02,0.194,0.0,0.137,-0.07,-0.023,0.038,0.0,0.0,0.1,0.0
67.533,0.0,0.0,-0.016,0.0,3.0,0.139,-0.004,-0.037,-0.336,0.0,0.137,-0.068,-0.021,0.023,0.0,0.0,0.1,0.0
67.594,0.0,0.0,-0.01,0.0,3.0,0.141,-0.003,-0.032,0.102,0.0,0.135,-0.07,-0.021,0.012,0.0,0.0,0.1,0.0
67.638,0.0,0.0,0.005,0.0,3.0,0.145,-0.002,-0.016,0.318,0.0,0.137,-0.067,-0.02,0.015,0.0,0.0,0.1,0.0
67.691,0.0,0.0,-0.005,0.0,3.0,0.146,-0.003,-0.033,-0.344,0.0,0.141,-0.061,-0.019,0.011,0.0,0.0,0.1,0.0
67.758,0.0,0.0,-0.017,0.0,3.0,0.148,-0.003,-0.033,0.016,0.0,0.142,-0.061,-0.019,-0.003,0.0,0.0,0.1,0.0
67.852,0.0,0.0,-0.003,0.0,3.0,0.152,-0.002,-0.024,0.173,0.0,0.144,-0.06,-0.019,-0.005,0.0,0.0,0.1,0.0
67.96,0.0,0.0,-0.001,0.0,3.0,0.152,-0.004,-0.039,-0.294,0.0,0.148,-0.056,-0.019,-0.005,0.0,0.0,0.1,0.0
68.046,0.0,0.0,-0.012,0.0,3.0,0.147,-0.003,-0.031,0.157,0.0,0.149,-0.058,-0.021,-0.013,0.0,0.0,0.1,0.0
68.076,0.0,0.0,0.003,0.0,3.0,0.146,-0.006,-0.058,-0.539,0.0,0.144,-0.061,-0.022,-0.01,0.0,0.0,0.1,0.0
68.113,0.0,0.0,0.013,0.0,3.0,0.14,-0.004,-0.042,0.313,0.0,0.142,-0.066,-0.024,-0.0,0.0,0.0,0.1,0.0
68.148,0.0,0.0,0.018,0.0,3.0,0.139,-0.003,-0.03,0.25,0.0,0.137,-0.069,-0.025,0.013,0.0,0.0,0.1,0.0
68.24,0.0,0.0,0.017,0.0,3.0,0.136,-0.003,-0.035,-0.099,0.0,0.136,-0.068,-0.024,0.025,0.0,0.0,0.1,0.0
68.273,0.0,0.0,0.001,0.0,3.0,0.135,-0.003,-0.035,-0.005,0.0,0.132,-0.07,-0.023,0.023,0.0,0.0,0.1,0.0
68.292,0.0,0.0,0.006,0.0,3.0,0.132,-0.002,-0.022,0.251,0.0,0.131,-0.07,-0.023,0.025,0.0,0.0,0.1,0.0
68.402,0.0,0.0,0.002,0.0,3.0,0.13,-0.003,-0.031,-0.179,0.0,0.129,-0.068,-0.021,0.025,0.0,0.0,0.1,0.0
68.444,0.0,0.0,-0.002,0.0,3.0,0.131,-0.005,-0.052,-0.414,0.0,0.127,-0.069,-0.021,0.02,0.0,0.0,0.1,0.0
68.464,0.0,0.0,0.003,0.0,3.0,0.134,-0.005,-0.045,0.136,0.0,0.127,-0.071,-0.021,0.019,0.0,0.0,0.1,0.0
68.523,0.0,0.0,0.007,0.0,3.0,0.135,-0.003,-0.029,0.33,0.0,0.13,-0.07,-0.021,0.023,0.0,0.0,0.1,0.0
68.551,0.0,0.0,-0.001,0.0,3.0,0.137,-0.002,-0.019,0.188,0.0,0.131,-0.068,-0.02,0.02,0.0,0.0,0.1,0.0
68.612,0.0,0.0,-0.006,0.0,3.0,0.138,-0.002,-0.023,-0.084,0.0,0.133,-0.064,-0.018,0.014,0.0,0.0,0.1,0.0
68.713,0.0,0.0,-0.011,0.0,3.0,0.143,-0.002,-0.023,0.018,0.0,0.134,-0.062,-0.018,0.004,0.0,0.0,0.1,0.0
68.743,0.0,0.0,-0.006,0.0,3.0,0.14,-0.002,-0.024,-0.033,0.0,0.139,-0.057,-0.017,-0.0,0.0,0.0,0.1,0.0
68.804,0.0,0.0,-0.014,0.0,3.0,0.143,-0.003,-0.035,-0.206,0.0,0.137,-0.058,-0.018,-0.011,0.0,0.0,0.1,0.0
68.897,0.0,0.0,0.003,0.0,3.0,0.139,-0.006,-0.057,-0.441,0.0,0.139,-0.057,-0.019,-0.008,0.0,0.0,0.1,0.0
68.991,0.0,0.0,0.0,0.0,3.0,0.135,-0.003,-0.025,0.627,0.0,0.135,-0.064,-0.021,-0.009,0.0,0.0,0.1,0.0
69.064,0.0,0.0,0.022,0.0,3.0,0.134,-0.003,-0.034,-0.177,0.0,0.132,-0.064,-0.022,0.009,0.0,0.0,0.1,0.0
69.146,0.0,0.0,0.009,0.0,3.0,0.138,-0.003,-0.025,0.18,0.0,0.13,-0.064,-0.022,0.014,0.0,0.0,0.1,0.0
69.181,0.0,0.0,0.004,0.0,3.0,0.139,-0.002,-0.024,0.022,0.0,0.134,-0.06,-0.02,0.017,0.0,0.0,0.1,0.0
69.208,0.0,0.0,-0.012,0.0,3.0,0.139,-0.002,-0.02,0.071,0.0,0.136,-0.058,-0.02,0.007,0.0,0.0,0.1,0.0
69.256,0.0,0.0,-0.009,0.0,3.0,0.141,-0.004,-0.035,-0.294,0.0,0.135,-0.057,-0.019,0.0,0.0,0.0,0.1,0.0
69.357,0.0,0.0,-0.004,0.0,3.0,0.142,-0.003,-0.029,0.12,0.0,0.138,-0.056,-0.02,-0.002,0.0,0.0,0.1,0.0
69.409,0.0,0.0,-0.002,0.0,3.0,0.142,-0.003,-0.029,-0.005,0.0,0.138,-0.055,-0.02,-0.003,0.0,0.0,0.1,0.0
69.455,0.0,0.0,-0.002,0.0,3.0,0.145,-0.003,-0.033,-0.071,0.0,0.139,-0.055,-0.02,-0.004,0.0,0.0,0.1,0.0
69.477,0.0,0.0,-0.0,0.0,3.0,0.145,-0.003,-0.032,0.025,0.0,0.141,-0.054,-0.021,-0.003,0.0,0.0,0.1,0.0
69.487,0.0,0.0,-0.004,0.0,3.0,0.145,-0.003,-0.032,0.0,0.0,0.142,-0.054,-0.021,-0.005,0.0,0.0,0.1,0.0
69.555,0.0,0.0,0.0,0.0,3.0,0.138,-0.003,-0.035,-0.065,0.0,0.142,-0.054,-0.022,-0.004,0.0,0.0,0.1,0.0
69.615,0.0,0.0,0.001,0.0,3.0,0.134,-0.003,-0.028,0.143,0.0,0.135,-0.06,-0.023,-0.003,0.0,0.0,0.1,0.0
69.641,0.0,0.0,0.018,0.0,3.0,0.136,-0.003,-0.034,-0.128,0.0,0.131,-0.061,-0.023,0.011,0.0,0.0,0.1,0.0
69.715,0.0,0.0,0.009,0.0,3.0,0.131,-0.003,-0.032,0.045,0.0,0.132,-0.059,-0.023,0.018,0.0,0.0,0.1,0.0
69.73,0.0,0.0,-0.003,0.0,3.0,0.128,-0.003,-0.03,0.041,0.0,0.128,-0.062,-0.023,0.014,0.0,0.0,0.1,0.0
69.787,0.0,0.0,0.009,0.0,3.0,0.126,-0.002,-0.022,0.165,0.0,0.125,-0.063,-0.022,0.019,0.0,0.0,0.1,0.0
69.902,0.0,0.0,0.005,0.0,3.0,0.122,-0.003,-0.029,-0.142,0.0,0.123,-0.062,-0.021,0.021,0.0,0.0,0.1,0.0
69.99,0.0,0.0,-0.0,0.0,3.0,0.124,-0.004,-0.042,-0.273,0.0,0.119,-0.064,-0.02,0.018,0.0,0.0,0.1,0.0
70.019,0.0,0.0,0.007,0.0,3.0,0.122,-0.004,-0.042,0.007,0.0,0.12,-0.064,-0.02,0.022,0.0,0.0,0.1,0.0
70.061,0.0,0.0,0.001,0.0,3.0,0.124,-0.005,-0.047,-0.099,0.0,0.119,-0.066,-0.02,0.02,0.0,0.0,0.1,0.0
70.16,0.0,0.0,0.007,0.0,3.0,0.129,-0.004,-0.039,0.167,0.0,0.12,-0.067,-0.02,0.023,0.0,0.0,0.1,0.0
70.184,0.0,0.0,0.003,0.0,3.0,0.129,-0.004,-0.038,0.005,0.0,0.125,-0.064,-0.019,0.024,0.0,0.0,0.1,0.0
70.215,0.0,0.0,-0.009,0.0,3.0,0.134,-0.002,-0.024,0.293,0.0,0.125,-0.065,-0.019,0.014,0.0,0.0,0.1,0.0
70.253,0.0,0.0,0.001,0.0,3.0,0.131,-0.003,-0.028,-0.088,0.0,0.129,-0.06,-0.018,0.015,0.0,0.0,0.1,0.0
70.304,0.0,0.0,-0.014,0.0,3.0,0.136,-0.003,-0.03,-0.029,0.0,0.128,-0.061,-0.018,0.002,0.0,0.0,0.1,0.0
70.38,0.0,0.0,0.002,0.0,3.0,0.136,-0.001,-0.015,0.298,0.0,0.132,-0.057,-0.018,0.004,0.0,0.0,0.1,0.0
70.41,0.0,0.0,-0.01,0.0,3.0,0.138,-0.003,-0.027,-0.246,0.0,0.133,-0.055,-0.017,-0.003,0.0,0.0,0.1,0.0
70.51,0.0,0.0,-0.007,0.0,3.0,0.146,-0.003,-0.034,-0.15,0.0,0.134,-0.054,-0.018,-0.008,0.0,0.0,0.1,0.0
70.543,0.0,0.0,-0.004,0.0,3.0,0.147,-0.004,-0.042,-0.148,0.0,0.142,-0.049,-0.018,-0.008,0.0,0.0,0.1,0.0
70.621,0.0,0.0,-0.014,0.0,3.0,0.145,-0.003,-0.03,0.239,0.0,0.144,-0.052,-0.02,-0.018,0.0,0.0,0.1,0.0
70.651,0.0,0.0,0.004,0.0,3.0,0.146,-0.002,-0.022,0.149,0.0,0.143,-0.053,-0.021,-0.013,0.0,0.0,0.1,0.0
70.706,0.0,0.0,0.005,0.0,3.0,0.146,-0.004,-0.04,-0.344,0.0,0.143,-0.051,-0.021,-0.007,0.0,0.0,0.1,0.0
70.75,0.0,0.0,-0.003,0.0,3.0,0.148,-0.003,-0.035,0.103,0.0,0.143,-0.053,-0.022,-0.008,0.0,0.0,0.1,0.0
