time,joy_delta,joy_speed,lqg_delta,d_ff,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,future_curvature,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
0.311,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.391,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.434,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.467,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.491,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.537,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.591,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.635,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.682,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.741,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.809,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.831,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.891,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.94,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.999,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.037,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.088,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.135,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.187,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.239,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.284,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.347,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.387,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.435,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.493,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.533,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.591,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.654,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.687,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.732,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.787,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.825,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.882,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.939,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.979,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.047,0.0,0.0,0.0,0.0,3.0,0.122,-0.003,-0.035,-0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.088,0.0,0.0,0.0,0.0,3.0,0.122,-0.003,-0.032,0.058,0.0,0.108,0.072,0.008,0.02,0.0,0.0,0.1,0.0
2.139,0.0,0.0,-0.243,0.0,3.0,0.115,-0.003,-0.031,0.014,0.0,0.124,0.065,0.006,-0.054,0.0,0.0,0.1,0.0
2.203,0.0,0.0,-0.166,0.0,3.0,0.107,-0.002,-0.018,0.26,0.0,0.119,0.044,-0.001,-0.125,0.0,0.0,0.1,0.0
2.239,0.0,0.0,-0.036,0.0,3.0,0.103,-0.002,-0.017,0.017,0.0,0.11,0.029,-0.009,-0.139,0.0,0.0,0.1,0.0
2.275,0.0,0.0,0.038,0.0,3.0,0.097,0.001,0.008,0.505,0.0,0.105,0.022,-0.016,-0.095,0.0,0.0,0.1,0.0
2.339,0.0,0.0,0.031,0.0,3.0,0.082,-0.002,-0.02,-0.553,0.0,0.1,0.02,-0.019,-0.058,0.0,0.0,0.1,0.0
2.394,0.0,0.0,0.011,0.0,3.0,0.059,-0.003,-0.031,-0.234,0.0,0.085,0.006,-0.023,-0.042,0.0,0.0,0.1,0.0
2.455,0.0,0.0,0.041,0.0,3.0,0.048,-0.0,-0.003,0.57,0.0,0.061,-0.014,-0.027,-0.007,0.0,0.0,0.1,0.0
2.494,0.0,0.0,0.063,0.0,3.0,0.044,-0.003,-0.032,-0.585,0.0,0.049,-0.017,-0.026,0.044,0.0,0.0,0.1,0.0
2.543,0.0,0.0,0.021,0.0,3.0,0.021,-0.004,-0.037,-0.106,0.0,0.044,-0.022,-0.024,0.058,0.0,0.0,0.1,0.0
2.59,0.0,0.0,0.011,0.0,3.0,0.012,-0.002,-0.023,0.295,0.0,0.022,-0.041,-0.024,0.059,0.0,0.0,0.1,0.0
2.662,0.0,0.0,0.051,0.0,3.0,-0.003,-0.003,-0.033,-0.207,0.0,0.011,-0.045,-0.021,0.092,0.0,0.0,0.1,0.0
2.674,0.0,0.0,0.019,0.0,3.0,-0.003,-0.003,-0.033,0.0,0.0,-0.004,-0.055,-0.018,0.096,0.0,0.0,0.1,0.0
2.745,0.0,0.0,0.031,0.0,3.0,-0.016,0.002,0.015,0.97,0.0,-0.006,-0.055,-0.014,0.11,0.0,0.0,0.1,0.0
2.787,0.0,0.0,0.002,0.0,3.0,-0.027,-0.002,-0.017,-0.644,0.0,-0.018,-0.055,-0.008,0.099,0.0,0.0,0.1,0.0
2.859,0.0,0.0,0.003,0.0,3.0,-0.034,-0.004,-0.041,-0.483,0.0,-0.028,-0.061,-0.004,0.088,0.0,0.0,0.1,0.0
2.886,0.0,0.0,0.019,0.0,3.0,-0.04,-0.003,-0.033,0.148,0.0,-0.037,-0.067,-0.002,0.088,0.0,0.0,0.1,0.0
2.96,0.0,0.0,0.027,0.0,3.0,-0.049,-0.003,-0.025,0.169,0.0,-0.043,-0.07,0.0,0.095,0.0,0.0,0.1,0.0
2.993,0.0,0.0,0.02,0.0,3.0,-0.057,-0.003,-0.028,-0.065,0.0,-0.052,-0.074,0.003,0.094,0.0,0.0,0.1,0.0
3.031,0.0,0.0,0.024,0.0,3.0,-0.058,-0.002,-0.016,0.24,0.0,-0.061,-0.077,0.006,0.096,0.0,0.0,0.1,0.0
3.119,0.0,0.0,0.024,0.0,3.0,-0.07,-0.003,-0.03,-0.27,0.0,-0.062,-0.074,0.009,0.099,0.0,0.0,0.1,0.0
3.14,0.0,0.0,0.005,0.0,3.0,-0.071,-0.003,-0.031,-0.021,0.0,-0.073,-0.08,0.011,0.083,0.0,0.0,0.1,0.0
3.195,0.0,0.0,0.033,0.0,3.0,-0.072,-0.003,-0.033,-0.035,0.0,-0.076,-0.079,0.013,0.092,0.0,0.0,0.1,0.0
3.246,0.0,0.0,0.017,0.0,3.0,-0.082,-0.002,-0.024,0.171,0.0,-0.077,-0.079,0.016,0.087,0.0,0.0,0.1,0.0
3.288,0.0,0.0,0.014,0.0,3.0,-0.081,-0.003,-0.034,-0.207,0.0,-0.085,-0.082,0.017,0.079,0.0,0.0,0.1,0.0
3.345,0.0,0.0,0.029,0.0,3.0,-0.083,-0.003,-0.034,0.01,0.0,-0.086,-0.081,0.019,0.084,0.0,0.0,0.1,0.0
3.38,0.0,0.0,0.018,0.0,3.0,-0.083,-0.005,-0.046,-0.246,0.0,-0.087,-0.081,0.02,0.08,0.0,0.0,0.1,0.0
3.44,0.0,0.0,0.018,0.0,3.0,-0.074,-0.004,-0.043,0.07,0.0,-0.088,-0.082,0.02,0.075,0.0,0.0,0.1,0.0
3.506,0.0,0.0,0.024,0.0,3.0,-0.068,-0.003,-0.027,0.312,0.0,-0.08,-0.076,0.022,0.077,0.0,0.0,0.1,0.0
3.543,0.0,0.0,0.002,0.0,3.0,-0.07,-0.002,-0.023,0.075,0.0,-0.074,-0.071,0.024,0.062,0.0,0.0,0.1,0.0
3.616,0.0,0.0,-0.001,0.0,3.0,-0.056,-0.007,-0.07,-0.933,0.0,-0.074,-0.071,0.024,0.045,0.0,0.0,0.1,0.0
3.646,0.0,0.0,0.015,0.0,3.0,-0.059,-0.005,-0.053,0.351,0.0,-0.062,-0.069,0.022,0.043,0.0,0.0,0.1,0.0
3.69,0.0,0.0,0.009,0.0,3.0,-0.055,-0.006,-0.064,-0.233,0.0,-0.063,-0.073,0.02,0.035,0.0,0.0,0.1,0.0
3.74,0.0,0.0,0.031,0.0,3.0,-0.045,-0.004,-0.037,0.551,0.0,-0.061,-0.075,0.018,0.046,0.0,0.0,0.1,0.0
3.779,0.0,0.0,0.028,0.0,3.0,-0.041,-0.005,-0.045,-0.173,0.0,-0.051,-0.068,0.019,0.055,0.0,0.0,0.1,0.0
3.838,0.0,0.0,-0.003,0.0,3.0,-0.024,-0.005,-0.053,-0.164,0.0,-0.046,-0.067,0.018,0.039,0.0,0.0,0.1,0.0
3.884,0.0,0.0,0.01,0.0,3.0,-0.015,-0.006,-0.057,-0.074,0.0,-0.03,-0.06,0.018,0.037,0.0,0.0,0.1,0.0
3.928,0.0,0.0,-0.009,0.0,3.0,-0.005,-0.003,-0.033,0.486,0.0,-0.02,-0.059,0.016,0.019,0.0,0.0,0.1,0.0
3.991,0.0,0.0,0.004,0.0,3.0,0.004,-0.003,-0.029,0.086,0.0,-0.01,-0.054,0.016,0.014,0.0,0.0,0.1,0.0
4.038,0.0,0.0,-0.005,0.0,3.0,0.01,-0.006,-0.057,-0.563,0.0,-0.0,-0.048,0.015,0.004,0.0,0.0,0.1,0.0
4.085,0.0,0.0,-0.007,0.0,3.0,0.018,-0.005,-0.051,0.121,0.0,0.005,-0.051,0.011,-0.008,0.0,0.0,0.1,0.0
4.163,0.0,0.0,0.016,0.0,3.0,0.035,-0.004,-0.038,0.26,0.0,0.013,-0.05,0.009,-0.001,0.0,0.0,0.1,0.0
4.195,0.0,0.0,0.009,0.0,3.0,0.038,-0.005,-0.051,-0.271,0.0,0.03,-0.04,0.008,0.003,0.0,0.0,0.1,0.0
4.236,0.0,0.0,-0.021,0.0,3.0,0.046,-0.004,-0.044,0.138,0.0,0.035,-0.044,0.005,-0.017,0.0,0.0,0.1,0.0
4.28,0.0,0.0,0.013,0.0,3.0,0.057,-0.006,-0.058,-0.28,0.0,0.042,-0.043,0.002,-0.009,0.0,0.0,0.1,0.0
4.353,0.0,0.0,0.005,0.0,3.0,0.072,-0.004,-0.038,0.408,0.0,0.053,-0.041,-0.0,-0.007,0.0,0.0,0.1,0.0
4.39,0.0,0.0,0.0,0.0,3.0,0.078,-0.004,-0.038,-0.012,0.0,0.067,-0.034,-0.001,-0.007,0.0,0.0,0.1,0.0
4.43,0.0,0.0,-0.019,0.0,3.0,0.086,-0.004,-0.037,0.034,0.0,0.075,-0.034,-0.003,-0.022,0.0,0.0,0.1,0.0
4.484,0.0,0.0,-0.004,0.0,3.0,0.099,-0.003,-0.031,0.123,0.0,0.083,-0.032,-0.005,-0.024,0.0,0.0,0.1,0.0
4.543,0.0,0.0,-0.004,0.0,3.0,0.111,-0.006,-0.062,-0.627,0.0,0.096,-0.026,-0.007,-0.024,0.0,0.0,0.1,0.0
4.586,0.0,0.0,-0.02,0.0,3.0,0.124,-0.004,-0.045,0.343,0.0,0.108,-0.027,-0.01,-0.036,0.0,0.0,0.1,0.0
4.662,0.0,0.0,-0.005,0.0,3.0,0.134,-0.005,-0.051,-0.118,0.0,0.121,-0.023,-0.012,-0.035,0.0,0.0,0.1,0.0
4.693,0.0,0.0,-0.015,0.0,3.0,0.139,-0.006,-0.058,-0.157,0.0,0.131,-0.024,-0.015,-0.041,0.0,0.0,0.1,0.0
4.773,0.0,0.0,-0.007,0.0,3.0,0.15,-0.004,-0.038,0.416,0.0,0.136,-0.028,-0.019,-0.041,0.0,0.0,0.1,0.0
4.802,0.0,0.0,0.007,0.0,3.0,0.155,-0.004,-0.043,-0.106,0.0,0.147,-0.023,-0.021,-0.028,0.0,0.0,0.1,0.0
4.883,0.0,0.0,-0.017,0.0,3.0,0.161,-0.005,-0.048,-0.094,0.0,0.153,-0.025,-0.023,-0.035,0.0,0.0,0.1,0.0
4.902,0.0,0.0,-0.006,0.0,3.0,0.163,-0.004,-0.043,0.098,0.0,0.159,-0.027,-0.025,-0.033,0.0,0.0,0.1,0.0
4.951,0.0,0.0,-0.003,0.0,3.0,0.171,-0.003,-0.034,0.175,0.0,0.161,-0.03,-0.027,-0.028,0.0,0.0,0.1,0.0
4.986,0.0,0.0,0.002,0.0,3.0,0.171,-0.003,-0.027,0.133,0.0,0.168,-0.027,-0.028,-0.019,0.0,0.0,0.1,0.0
5.063,0.0,0.0,-0.016,0.0,3.0,0.177,-0.005,-0.051,-0.462,0.0,0.169,-0.028,-0.029,-0.025,0.0,0.0,0.1,0.0
5.086,0.0,0.0,-0.005,0.0,3.0,0.178,-0.004,-0.037,0.264,0.0,0.174,-0.03,-0.031,-0.023,0.0,0.0,0.1,0.0
5.158,0.0,0.0,-0.005,0.0,3.0,0.19,-0.003,-0.034,0.074,0.0,0.176,-0.032,-0.032,-0.02,0.0,0.0,0.1,0.0
5.193,0.0,0.0,-0.002,0.0,3.0,0.184,-0.003,-0.031,0.059,0.0,0.187,-0.027,-0.032,-0.013,0.0,0.0,0.1,0.0
5.247,0.0,0.0,-0.028,0.0,3.0,0.19,-0.002,-0.02,0.218,0.0,0.183,-0.033,-0.033,-0.029,0.0,0.0,0.1,0.0
5.295,0.0,0.0,0.006,0.0,3.0,0.195,-0.003,-0.032,-0.242,0.0,0.188,-0.029,-0.033,-0.016,0.0,0.0,0.1,0.0
5.345,0.0,0.0,-0.019,0.0,3.0,0.196,-0.003,-0.032,-0.008,0.0,0.193,-0.028,-0.033,-0.024,0.0,0.0,0.1,0.0
5.387,0.0,0.0,-0.016,0.0,3.0,0.198,-0.003,-0.034,-0.028,0.0,0.195,-0.03,-0.034,-0.028,0.0,0.0,0.1,0.0
5.441,0.0,0.0,-0.007,0.0,3.0,0.199,-0.003,-0.027,0.143,0.0,0.196,-0.031,-0.035,-0.026,0.0,0.0,0.1,0.0
5.485,0.0,0.0,-0.006,0.0,3.0,0.196,-0.004,-0.037,-0.215,0.0,0.197,-0.032,-0.036,-0.023,0.0,0.0,0.1,0.0
5.554,0.0,0.0,-0.008,0.0,3.0,0.195,-0.003,-0.026,0.223,0.0,0.194,-0.037,-0.037,-0.022,0.0,0.0,0.1,0.0
5.586,0.0,0.0,0.005,0.0,3.0,0.195,-0.003,-0.035,-0.168,0.0,0.193,-0.038,-0.037,-0.011,0.0,0.0,0.1,0.0
5.636,0.0,0.0,-0.004,0.0,3.0,0.193,-0.003,-0.029,0.116,0.0,0.193,-0.039,-0.037,-0.008,0.0,0.0,0.1,0.0
5.704,0.0,0.0,-0.005,0.0,3.0,0.194,-0.003,-0.025,0.074,0.0,0.191,-0.041,-0.037,-0.006,0.0,0.0,0.1,0.0
5.739,0.0,0.0,-0.002,0.0,3.0,0.191,-0.005,-0.051,-0.517,0.0,0.192,-0.04,-0.036,-0.002,0.0,0.0,0.1,0.0
5.793,0.0,0.0,-0.011,0.0,3.0,0.184,-0.004,-0.041,0.203,0.0,0.189,-0.047,-0.038,-0.007,0.0,0.0,0.1,0.0
5.835,0.0,0.0,0.009,0.0,3.0,0.181,-0.002,-0.021,0.394,0.0,0.182,-0.054,-0.038,0.003,0.0,0.0,0.1,0.0
5.887,0.0,0.0,0.015,0.0,3.0,0.177,-0.003,-0.031,-0.197,0.0,0.179,-0.053,-0.037,0.018,0.0,0.0,0.1,0.0
5.942,0.0,0.0,-0.004,0.0,3.0,0.174,-0.002,-0.023,0.158,0.0,0.175,-0.055,-0.036,0.017,0.0,0.0,0.1,0.0
5.989,0.0,0.0,-0.0,0.0,3.0,0.17,-0.003,-0.031,-0.155,0.0,0.172,-0.056,-0.034,0.019,0.0,0.0,0.1,0.0
6.045,0.0,0.0,-0.005,0.0,3.0,0.167,-0.004,-0.037,-0.121,0.0,0.167,-0.058,-0.033,0.016,0.0,0.0,0.1,0.0
6.095,0.0,0.0,0.003,0.0,3.0,0.161,-0.004,-0.041,-0.075,0.0,0.164,-0.061,-0.033,0.019,0.0,0.0,0.1,0.0
6.141,0.0,0.0,0.002,0.0,3.0,0.16,-0.003,-0.03,0.209,0.0,0.158,-0.066,-0.032,0.02,0.0,0.0,0.1,0.0
6.188,0.0,0.0,0.012,0.0,3.0,0.151,-0.002,-0.023,0.14,0.0,0.157,-0.064,-0.031,0.03,0.0,0.0,0.1,0.0
6.234,0.0,0.0,-0.004,0.0,3.0,0.146,-0.003,-0.026,-0.053,0.0,0.148,-0.068,-0.029,0.024,0.0,0.0,0.1,0.0
6.286,0.0,0.0,0.009,0.0,3.0,0.146,-0.005,-0.046,-0.404,0.0,0.142,-0.07,-0.028,0.03,0.0,0.0,0.1,0.0
6.338,0.0,0.0,0.006,0.0,3.0,0.136,-0.003,-0.03,0.316,0.0,0.142,-0.071,-0.027,0.032,0.0,0.0,0.1,0.0
6.395,0.0,0.0,0.003,0.0,3.0,0.135,-0.003,-0.033,-0.047,0.0,0.133,-0.075,-0.026,0.031,0.0,0.0,0.1,0.0
6.435,0.0,0.0,0.014,0.0,3.0,0.135,-0.005,-0.048,-0.318,0.0,0.131,-0.074,-0.025,0.039,0.0,0.0,0.1,0.0
6.475,0.0,0.0,0.001,0.0,3.0,0.136,-0.005,-0.049,-0.013,0.0,0.13,-0.076,-0.024,0.036,0.0,0.0,0.1,0.0
6.533,0.0,0.0,0.003,0.0,3.0,0.133,-0.005,-0.049,-0.002,0.0,0.131,-0.076,-0.023,0.034,0.0,0.0,0.1,0.0
6.586,0.0,0.0,0.001,0.0,3.0,0.136,-0.005,-0.045,0.076,0.0,0.129,-0.079,-0.023,0.031,0.0,0.0,0.1,0.0
6.639,0.0,0.0,0.01,0.0,3.0,0.136,-0.003,-0.03,0.304,0.0,0.131,-0.078,-0.022,0.035,0.0,0.0,0.1,0.0
6.704,0.0,0.0,-0.002,0.0,3.0,0.138,-0.002,-0.024,0.116,0.0,0.132,-0.075,-0.02,0.03,0.0,0.0,0.1,0.0
6.731,0.0,0.0,-0.007,0.0,3.0,0.137,-0.003,-0.034,-0.19,0.0,0.134,-0.072,-0.019,0.022,0.0,0.0,0.1,0.0
6.799,0.0,0.0,-0.01,0.0,3.0,0.144,-0.003,-0.029,0.108,0.0,0.133,-0.072,-0.019,0.011,0.0,0.0,0.1,0.0
6.845,0.0,0.0,0.002,0.0,3.0,0.146,-0.004,-0.041,-0.25,0.0,0.139,-0.066,-0.018,0.012,0.0,0.0,0.1,0.0
6.885,0.0,0.0,-0.016,0.0,3.0,0.147,-0.003,-0.026,0.31,0.0,0.141,-0.066,-0.018,-0.002,0.0,0.0,0.1,0.0
6.94,0.0,0.0,-0.001,0.0,3.0,0.147,-0.001,-0.01,0.311,0.0,0.143,-0.064,-0.018,-0.003,0.0,0.0,0.1,0.0
6.986,0.0,0.0,-0.005,0.0,3.0,0.149,-0.002,-0.024,-0.279,0.0,0.144,-0.059,-0.018,-0.005,0.0,0.0,0.1,0.0
7.047,0.0,0.0,-0.01,0.0,3.0,0.151,-0.004,-0.04,-0.32,0.0,0.146,-0.057,-0.018,-0.012,0.0,0.0,0.1,0.0
7.096,0.0,0.0,-0.006,0.0,3.0,0.149,-0.003,-0.031,0.176,0.0,0.148,-0.058,-0.019,-0.015,0.0,0.0,0.1,0.0
7.135,0.0,0.0,0.002,0.0,3.0,0.151,-0.002,-0.022,0.187,0.0,0.146,-0.059,-0.021,-0.013,0.0,0.0,0.1,0.0
7.191,0.0,0.0,0.007,0.0,3.0,0.15,-0.002,-0.02,0.026,0.0,0.148,-0.055,-0.021,-0.005,0.0,0.0,0.1,0.0
7.238,0.0,0.0,-0.007,0.0,3.0,0.147,-0.003,-0.028,-0.151,0.0,0.147,-0.055,-0.021,-0.009,0.0,0.0,0.1,0.0
7.289,0.0,0.0,-0.001,0.0,3.0,0.145,-0.003,-0.029,-0.013,0.0,0.144,-0.057,-0.022,-0.009,0.0,0.0,0.1,0.0
7.349,0.0,0.0,0.007,0.0,3.0,0.145,-0.003,-0.034,-0.114,0.0,0.142,-0.057,-0.022,-0.002,0.0,0.0,0.1,0.0
7.392,0.0,0.0,0.004,0.0,3.0,0.145,-0.004,-0.038,-0.076,0.0,0.142,-0.058,-0.023,0.002,0.0,0.0,0.1,0.0
7.441,0.0,0.0,0.002,0.0,3.0,0.141,-0.005,-0.051,-0.256,0.0,0.142,-0.059,-0.023,0.004,0.0,0.0,0.1,0.0
7.493,0.0,0.0,0.003,0.0,3.0,0.137,-0.004,-0.044,0.129,0.0,0.138,-0.064,-0.025,0.006,0.0,0.0,0.1,0.0
7.549,0.0,0.0,0.017,0.0,3.0,0.143,-0.004,-0.04,0.08,0.0,0.134,-0.068,-0.025,0.018,0.0,0.0,0.1,0.0
7.594,0.0,0.0,0.014,0.0,3.0,0.141,-0.002,-0.018,0.44,0.0,0.138,-0.064,-0.024,0.028,0.0,0.0,0.1,0.0
7.63,0.0,0.0,-0.01,0.0,3.0,0.142,-0.003,-0.026,-0.156,0.0,0.138,-0.062,-0.022,0.019,0.0,0.0,0.1,0.0
7.69,0.0,0.0,-0.008,0.0,3.0,0.147,-0.003,-0.03,-0.079,0.0,0.138,-0.061,-0.021,0.012,0.0,0.0,0.1,0.0
7.733,0.0,0.0,-0.006,0.0,3.0,0.145,-0.003,-0.03,-0.0,0.0,0.143,-0.058,-0.021,0.008,0.0,0.0,0.1,0.0
7.78,0.0,0.0,-0.012,0.0,3.0,0.146,-0.004,-0.042,-0.225,0.0,0.142,-0.058,-0.021,-0.002,0.0,0.0,0.1,0.0
7.842,0.0,0.0,0.0,0.0,3.0,0.149,-0.004,-0.039,0.058,0.0,0.143,-0.06,-0.022,-0.001,0.0,0.0,0.1,0.0
7.886,0.0,0.0,0.004,0.0,3.0,0.147,-0.004,-0.04,-0.037,0.0,0.145,-0.059,-0.022,0.003,0.0,0.0,0.1,0.0
7.955,0.0,0.0,-0.002,0.0,3.0,0.147,-0.003,-0.035,0.119,0.0,0.144,-0.061,-0.023,0.001,0.0,0.0,0.1,0.0
7.996,0.0,0.0,0.006,0.0,3.0,0.15,-0.002,-0.024,0.22,0.0,0.143,-0.061,-0.023,0.006,0.0,0.0,0.1,0.0
8.03,0.0,0.0,0.002,0.0,3.0,0.148,-0.003,-0.034,-0.203,0.0,0.146,-0.057,-0.022,0.009,0.0,0.0,0.1,0.0
8.105,0.0,0.0,-0.012,0.0,3.0,0.147,-0.004,-0.039,-0.108,0.0,0.145,-0.059,-0.023,-0.001,0.0,0.0,0.1,0.0
8.156,0.0,0.0,0.003,0.0,3.0,0.146,-0.004,-0.042,-0.056,0.0,0.144,-0.061,-0.023,0.002,0.0,0.0,0.1,0.0
8.183,0.0,0.0,0.006,0.0,3.0,0.152,-0.002,-0.021,0.414,0.0,0.143,-0.063,-0.024,0.007,0.0,0.0,0.1,0.0
8.247,0.0,0.0,0.006,0.0,3.0,0.15,-0.002,-0.021,0.01,0.0,0.148,-0.056,-0.022,0.013,0.0,0.0,0.1,0.0
8.297,0.0,0.0,-0.019,0.0,3.0,0.155,-0.003,-0.034,-0.269,0.0,0.147,-0.056,-0.022,-0.001,0.0,0.0,0.1,0.0
8.332,0.0,0.0,-0.004,0.0,3.0,0.156,-0.003,-0.027,0.147,0.0,0.151,-0.054,-0.022,-0.003,0.0,0.0,0.1,0.0
8.398,0.0,0.0,-0.008,0.0,3.0,0.154,-0.005,-0.05,-0.472,0.0,0.152,-0.053,-0.022,-0.007,0.0,0.0,0.1,0.0
8.431,0.0,0.0,-0.006,0.0,3.0,0.159,-0.005,-0.048,0.05,0.0,0.151,-0.058,-0.024,-0.011,0.0,0.0,0.1,0.0
8.492,0.0,0.0,0.012,0.0,3.0,0.158,-0.002,-0.023,0.493,0.0,0.155,-0.057,-0.025,0.0,0.0,0.0,0.1,0.0
8.536,0.0,0.0,-0.001,0.0,3.0,0.165,-0.003,-0.029,-0.123,0.0,0.154,-0.056,-0.025,0.002,0.0,0.0,0.1,0.0
8.588,0.0,0.0,-0.005,0.0,3.0,0.164,-0.004,-0.038,-0.174,0.0,0.161,-0.051,-0.024,0.001,0.0,0.0,0.1,0.0
8.662,0.0,0.0,-0.019,0.0,3.0,0.164,-0.003,-0.026,0.242,0.0,0.161,-0.054,-0.025,-0.013,0.0,0.0,0.1,0.0
8.689,0.0,0.0,0.002,0.0,3.0,0.164,-0.004,-0.036,-0.202,0.0,0.161,-0.053,-0.025,-0.008,0.0,0.0,0.1,0.0
8.728,0.0,0.0,-0.003,0.0,3.0,0.162,-0.003,-0.033,0.056,0.0,0.161,-0.054,-0.026,-0.008,0.0,0.0,0.1,0.0
8.786,0.0,0.0,0.001,0.0,3.0,0.163,-0.004,-0.041,-0.164,0.0,0.159,-0.055,-0.027,-0.005,0.0,0.0,0.1,0.0
8.838,0.0,0.0,0.003,0.0,3.0,0.161,-0.002,-0.025,0.339,0.0,0.16,-0.056,-0.027,0.0,0.0,0.0,0.1,0.0
